question_code,text,option_1,option_2,option_3,option_4,N,Type,Order,Keywords
q62500,"Dwight D. Eisenhower once said that every gun that is made, every warship launched, every rocket fired, signifies in the final sense a theft from those who hunger and are not fed, those who are cold and are not clothed. Do you agree?",Yes.,No.,,,3061,O,,politics
q62537,"Would you be willing to engage in mutual masturbation with someone?  You would be pleasing yourself and watching them do the same, but no touching each other.",Yes.,No.,,,22035,O,,sex/intimacy
q62649,Do you think children should be allowed to play with toy guns?,Yes.,No.,,,4731,O,,politics; opinion
q62821,"When sick, do you prefer the company of others or to be left alone?",I prefer company.,I prefer to be left alone.,,,15290,O,,preference
q62889,"For people who are in exclusive relationships, is masturbation a form of infidelity?",Yes.,No.,,,15106,O,,sex/intimacy; opinion
q62890,"For people who are in exclusive relationships, is fantasizing about others a form of infidelity?",Yes.,No.,,,7993,O,,sex/intimacy; opinion
q62982,Do you believe that a major goal of educational systems should be to make people 'better members of society'?,Yes.,No.,,,3400,O,,politics; opinion
q63170,Would you be more tolerant of personality flaws in a partner who is more physically attractive?,Yes.,No.,,,2125,O,,preference; descriptive
q63409,Is it logically inconsistent to support the death penalty but oppose abortion?,Yes.,No.,,,13407,O,,politics
q64022,"When buying groceries, do you usually bring reusable bags to carry your food in?",Yes.,No.,,,14361,O,,descriptive
q64143,Would you date someone who states up front that they will never be willing to go dancing?,Yes.,No.,,,9214,O,,descriptive
q64193,Is owning a distinctive car important to you?,Yes.,No.,,,16702,O,,descriptive; preference
q64254,"Would you consider dating someone who, prior to meeting you, was regularly using an escort service?",Yes.,No.,,,4844,O,,preference; descriptive
q64379,Do you make an effort to keep up with scientific developments that are outside the scope of your profession?,Yes.,No.,,,888,O,,descriptive
q64386,Do you enjoy visiting libraries?,Yes.,No.,,,13525,O,,descriptive
q64429,Are you ashamed of any of your sexual desires?,Yes.,No.,,,9339,O,,sex/intimacy; descriptive
q64436,Do scars turn you on?,Yes.,No.,,,17263,O,,preference; descriptive
q64476,"Under the right circumstances, would you allow a partner to lick your anus?",Yes.,No.,,,21427,O,,sex/intimacy; descriptive
q64571,Do you think that wealthy nations have a responsibility to assist developing nations?,Yes.,No.,,,2283,O,,politics
q64622,Is there something you do that you are one of the best in the world at?,Yes.,No.,,,9974,O,,descriptive
q64657,"If you saw a really fantastic magic trick performed, would you want to know the secret behind how it was done?",Yes.,No.,,,10608,O,,preference
q64778,Do you consider yourself to be photogenic?,Yes.,No.,,,9844,O,,descriptive
q64923,Would you consider dating someone who wears dentures?,Yes.,No.,,,1512,O,,preference
q64967,Should young children (from age 2 to 6) be taught the proper words for their body parts instead of learning the 'kid-friendly versions?',Yes.,No.,,,2360,O,,opinion
q65032,Have you ever had unwanted hair removed by waxing?,Yes.,No.,,,12474,O,,descriptive
q65034,Do you currently grow any of your own food?,Yes.,No.,,,9496,O,,descriptive
q65043,Do you own any sexy underwear?,Yes.,No.,,,23327,O,,descriptive
q65062,"When in social situations with a significant other, would you feel it is necessary to somehow signal to others that you are a couple?",Yes.,No.,,,2821,O,,preference
q65115,Would you ever consider having sex in a church?,Yes.,No.,,,14666,O,,sex/intimacy; religion/superstition
q65447,Should children be taught self defense?,Yes.,No.,,,8005,O,,opinion
q66122,Do you usually carry a concealed weapon other than a gun?,Yes.,No.,,,19085,O,,descriptive
q66165,"If you had to live through an entire year of either darkness or daylight, which would you chose?",Darkness.,Daylight.,,,19773,O,,preference
q66389,"Generally, do you think that it is possible to be civil with people, even if there is dislike, disagreement or animosity present?",Yes.,No.,,,1205,O,,opinion
q67229,Do you have any health issues that prevent you from eating spicy foods?,Yes.,No.,,,9466,O,,descriptive
q67511,Suppose you're dating someone who seems to have long-term potential. You discover that they want to urinate on you during sex. Would you consider staying with this person?,Yes.,No.,,,15530,O,,preference; descriptive
q67821,Would it bother you if your partner kept pictures of previous partner(s)?,Yes.,No.,,,29581,O,,descriptive
q68185,Would you enjoy going fishing with your partner?,Yes.,No.,,,22869,O,,preference
q68235,"If you started getting serious with someone you met on OkCupid, would you feel comfortable telling your family and friends where you met?",Yes.,No.,,,13060,O,,descriptive
q68401,Could you fall in love with someone you have only talked to online?,Yes.,No.,,,28370,O,,descriptive
q68437,"If while visiting a friend's house, you notice a painting hanging slightly off kilter.  Do you adjust it?",Yes.,No.,,,11438,O,,descriptive
q68580,"After dating someone for a while, you finally get to see where they live. He/she leaves you alone to go take a quick shower. Would you snoop?",Yes.,No.,,,23502,O,,descriptive
q68738,Would you honestly answer any question concerning your sexual history that a partner might ask?,Yes.,No.,,,20922,O,,sex/intimacy
q68818,"If you hooked up with someone and a pregnancy unexpectedly resulted, would you feel that you should get married?",Yes.,No.,,,11427,O,,preference; descriptive
q69429,"If a partner would not respond to your emotional needs unless you made them known verbally, would you have a problem with this?",Yes.,No.,,,8963,O,,descriptive
q69876,Should public masturbation be considered a crime?,Yes.,No.,,,9752,O,,politics; opinion
q69912,"Other things being equal, would you be more attracted to an artist or a scientist?",Artist,Scientist,,,24827,O,,preference
q69943,Do you like large dogs?,Yes.,No.,,,22834,O,,preference
q70132,Do you make regular backups of your important computer data?,Yes.,No.,,,9025,O,,descriptive; technology
q70332,Do you have a survival kit prepared just in case a disaster occurs and normal services are disrupted for an extended period of time?,Yes.,No.,,,9892,O,,descriptive
q70336,Do you enjoy improvisational comedy?,Yes.,No.,,,9584,O,,preference; descriptive
q70455,Have you ever randomly followed a stranger because you found them attractive?,Yes.,No.,,,15733,O,,descriptive
q70468,Have you ever lived outside the country of your citizenship for a single period that exceeds three months?,Yes.,No.,,,15872,O,,descriptive
q70508,"Would you have sex with someone, if you were blindfolded and would never know who it was, only that it would be someone you had never met before?",Yes.,No.,,,12462,O,,sex/intimacy
q70582,People should not have children unless they are financially secure.  Do you agree?,Yes.,No.,,,4918,O,,politics
q70586,Would you ever use paper plates just to avoid doing dishes?,Yes.,No.,,,22797,O,,descriptive
q70863,"Have you ever stayed up all night, until dawn, talking with someone you have just met?",Yes.,No.,,,11693,O,,descriptive
q70890,Have you ever traded a lover sexual favors for something you wanted?,Yes.,No.,,,5876,O,,sex/intimacy; descriptive
q70932,Would you consider dating someone who is completely nocturnal?,Yes.,No.,,,3223,O,,preference
q71185,"After a sexual encounter, would you ever tell your partner that they were 'the best you'd ever had' if it was not true?",Yes.,No.,,,6300,O,,sex/intimacy; descriptive
q71352,'To know nothing of what happened before you were born is to remain forever a child.'  Do you agree?,Yes.,No.,,,1565,O,,opinion
q71985,Do you have a living will?,Yes.,No.,,,8319,O,,descriptive
q72086,"If your partner needed lovemaking to always be gentle, would you be fine with this?",Yes.,No.,,,32810,O,,sex/intimacy
q72123,Do you think it is a good idea for a single person to try to create or adopt a child and raise it on his or her own?,Yes.,No.,,,1941,O,,politics; opinion
q72228,"Have you ever considered taking some sort of official position (i.e., clergy) in an organized religion?",Yes.,No.,,,1837,O,,religion/superstition; descriptive
q72318,"Would you consider inviting someone to bed with you for clearly-stated non-sexual purposes (e.g., cuddle and sleep only) on a first date?",Yes.,No.,,,16365,O,,sex/intimacy; preference
q72427,Do you enjoy keeping up to date with the latest technology news?,Yes.,No.,,,8397,O,,descriptive
q72438,"Who is more annoying, the person who talks too much or the person who doesn't talk enough?",The person who talks too much.,The person who doesn't talk enough.,,,6276,O,,opinion
q73315,Have you ever had a precognitive dream?,Yes.,No.,,,8703,O,,religion/superstition
q73389,Would speaking in front of a large group make you nervous?,Yes.,No.,,,14920,O,,descriptive
q73414,Do you think you have what it takes to be a successful actor or actress?,Yes.,No.,,,8090,O,,descriptive
q73648,Did you ever receive any sort of non-athletic award during your years in school?,Yes.,No.,,,8695,O,,descriptive
q74381,Do you consider the act of leaving cigarette butts on the ground to be littering?,Yes.,No.,,,18983,O,,opinion
q76041,Do you believe that Jesus died and was raised from the dead?,Yes,No,,,286,O,,religion/superstition
q76533,Would you buy cigarettes for a fifteen year old who asked you to?,Yes.,No.,,,15090,O,,descriptive
q76938,"For you, would getting amnesia be a good thing?",Yes.,No.,,,8934,O,,descriptive
q77017,Have you ever tracked someone down just to apologize for something that you did years before?,Yes.,No.,,,8934,O,,descriptive
q77456,"If all of the professional sports leagues in the world ceased to exist, would you be upset?",Yes.,No.,,,21803,O,,descriptive
q77760,Could you be with someone who would really rather die than get old?,Yes.,No.,,,2281,O,,preference; descriptive
q78852,Do you believe that it is possible for two previously platonic friends to start having casual sex without affecting other aspects of their relationship?,Yes.,No.,,,13772,O,,sex/intimacy; opinion
q78853,Would you like to play naked Twister with a group of people?,Yes.,No.,,,22293,O,,sex/intimacy; preference
q79305,Would you be willing to use deadly force to prevent an unwarranted search of your home by government officials?,Yes.,No.,,,2103,O,,politics; descriptive
q79559,"Would you consider a serious long-term relationship with someone who insists on living alone, permanently?",Yes.,No.,,,6561,O,,descriptive
q79708,Have you ever purposely pretended to be ignorant about something you have knowledge of because you wanted to hear someone else explain it?,Yes.,No.,,,10988,O,,descriptive
q79726,"If you found out the person you're dating cannot achieve orgasm without being slapped hard across the face, would you be willing to satisfy them in this way?",Yes.,No.,,,12803,O,,sex/intimacy
q80041,Are you looking for a partner to have children with?,Yes,No,,,40026,O,,descriptive
q80081,Do you like going to amusement parks?,Yes.,No.,,,17264,O,,descriptive
q80180,Have you ever purchased a math textbook purely for your own enjoyment?,Yes.,No.,,,12195,O,,descriptive
q80412,Do you own any cookbooks?,Yes.,No.,,,10764,O,,descriptive
q80571,Would you rather have extreme wealth for yourself or provide every homeless person in the world a home?,Insane wealth for me.,Homes for everyone.,,,5110,O,,descriptive
q80594,Can you be single and truly happy at the same time?,Yes.,No.,,,9360,O,,opinion
q80929,Would you consider dating someone who has no interest in sex and experiences no sexual attraction to either gender if they were otherwise perfect?,Yes.,No.,,,14812,O,,sex/intimacy
q81049,"Imagine you are terminally ill and your only chance to live is an immediate organ transplant. You discover that the only available organ was taken from an unwilling 'donor'.  Assuming the organ was already stolen, would you accept it?",Yes.,No.,,,2156,O,,preference; descriptive
q81154,Would you consent to carry a device that tracked your location in real time so that your significant other could locate your position any time they wanted?,Yes.,No.,,,5121,O,,descriptive; preference
q81185,How do you unwrap gifts?,I tear 'em to shreads.,I neatly unwrap them.,,,9675,O,,descriptive
q81259,Would you consider dating a cannibal?,Yes.,No.,,,2555,O,,descriptive
q81297,Would you consider dating someone who uses profanity more than not in everyday speech?,Yes.,No.,,,5177,O,,descriptive
q81307,Have you ever had sex with a person within the first hour of meeting them?,Yes.,No.,,,28991,O,,sex/intimacy; descriptive
q81451,"In general, people who use long, multisyllablic words when short, simple ones would do just as well are more ...",Pretentious and annoying.,Eloquent and attractive.,,,2188,O,,opinion
q81504,Do you chew tobacco?,Yes.,No.,,,11147,O,,descriptive
q81710,"If you made a bright orange bowel movement that had glowing purple pokadots, would you tell your partner about it?",Yes.,No.,,,2977,O,,descriptive
q81783,Have you ever hit a significant other in anger?,Yes.,No.,,,3405,O,,descriptive
q81847,Would you date someone who has cold-sores (oral herpes)?,Yes.,No.,,,22945,O,,preference; descriptive
q81873,Do you believe that the global flood (Noah's ark) actually happened?,Yes.,No.,,,18794,O,,religion/superstition
q82045,"If you had a sexual fantasy that you know your partner is turned off by, would you bring it up anyway or keep it to yourself?",I'd bring it up anyway.,I'd keep it to myself.,,,5453,O,,descriptive
q82263,Would being in the same room with a couple of friends who are having sex bother you?,Yes.,No.,,,27995,O,,sex/intimacy; descriptive
q82273,Do you use hand sanitizer?,Yes.,No.,,,14291,O,,descriptive
q82306,"If given the choice of a lifelong relationship with someone you would love but never have a lustful 'spark' for or a few years of intense passion with someone you would love intensely, which would you choose?",A lifetime in a comfortable relationship.,A few years of intense love.,,,5282,O,,preference
q82307,Has anyone ever pressured you to marry them and failed?,Yes.,No.,,,11144,O,,descriptive
q82397,Are you smarter than the majority of people on this planet?,Yes.,No.,,,2585,O,,descriptive; cognitive
q82443,Did a parent or guardian ever actually wash your mouth out with soap?,Yes.,No.,,,10695,O,,descriptive
q82613,"Assuming a given situation is truly hopeless, is it better to accept hopelessness or maintain hope?",Accept hopelessness.,Maintain hope.,,,2173,O,,opinion
q82717,Do you think OkCupid should add a spot for weight in user profiles?,Yes.,No.,,,2303,O,,opinion
q82728,Have you ever brought a stray animal home?,Yes.,No.,,,14758,O,,descriptive
q82731,Is it possible for you to like someone whom you don't respect?,Yes.,No.,,,16746,O,,opinion; descriptive
q82734,Do you feel that voting in all elections should be required by law?,Yes.,No.,,,2349,O,,politics; opinion
q82755,"If your significant other has not reached the same educational level as you, is this a turn off?",Yes.,No.,,,20384,O,,descriptive
q82815,"Are you a 'regular' at any bar, coffee shop or restaurant?",Yes.,No.,,,14056,O,,descriptive
q82875,Would you consider dating someone who has been divorced more than once?,Yes.,No.,,,2771,O,,preference
q83034,Should convicted child molesters have to put up signs in their yards saying what they did?,Yes.,No.,,,8417,O,,politics; opinion
q83035,"Imagine a child is in hospital and needs life-saving treatment, but the child's parents withold permission for the treatment for reasons based on their faith. Which do you think is better?",The parents wishes must be respected.,The state should intervene to save the child.,,,5538,O,,politics; religion/superstition
q83106,"Would you be interested in visiting an Intelligent-Design theme park, where dinosaurs and humans are portrayed as having coexisted?",Yes.,No.,,,6673,O,,religion/superstition
q83107,Imagine that your government asks every single citizen to provide a DNA sample to be archived.  Would you support this?,Yes.,No.,,,3733,O,,politics
q83114,"If you found out that your partner had lied to you about something significant in their life, would that be grounds to terminate the relationship?",Yes.,No.,,,3108,O,,opinion
q83382,"If it were legal to do so, would you ever consider paying for sex?",Yes.,No.,,,20719,O,,sex/intimacy
q83392,"Do you think head games are unavoidable, even in the healthiest of relationships?",Yes.,No.,,,4324,O,,opinion
q83425,Should a limit be placed on how many children a family can have?,Yes.,No.,,,4257,O,,politics; opinion
q83646,Would you consider living with a partner who does not want any pets?,Yes.,No.,,,32223,O,,descriptive
q83655,"If a method were available that would cause the extinction of all mosquitoes on Earth, should it be used?",Yes.,No.,,,5230,O,,opinion
q83660,Do you like the idea of living alone?,Yes.,No.,,,6210,O,,preference
q83677,Have you ever lead someone on romantically just for fun?,Yes.,No.,,,16540,O,,descriptive
q83903,Do you believe that it is your duty to educate people who don't share your religious beliefs?,Yes.,No.,,,5514,O,,religion/superstition
q83910,"Do wild places such as mountains, rivers and forests call out to you?",Yes.,No.,,,17854,O,,descriptive
q84005,"As an adult, have you ever worn a leash and collar in public?",Yes.,No.,,,17412,O,,descriptive; BDSM
q84023,Could you live the rest of your life without drinking alcohol?,Yes.,No.,,,24839,O,,descriptive
q84036,Have you ever talked your way out of a traffic ticket?,Yes.,No.,,,10167,O,,descriptive
q84087,Is there a difference between telling the truth and not lying?,Yes.,No.,,,2308,O,,opinion
q84289,Should drunk drivers who kill people in auto crashes face the death penalty?,Yes.,No.,,,7805,O,,politics; opinion
q84407,Have you made special efforts to keep any favorite toys from your childhood?,Yes.,No.,,,9515,O,,descriptive
q84437,"Have you ever intentionally left a book in a public place, hoping someone else would pick it up and read it?",Yes.,No.,,,9287,O,,descriptive
q84699,Would you consider dating someone who wants no sex for at least two years into a relationship because they were sexually assaulted or raped?,Yes.,No.,,,8328,O,,descriptive
q84748,Do you see a pattern in the type of people you usually end up in relationships with?,Yes.,No.,,,9944,O,,descriptive
q84910,Would it bother you if someone you are dating has a lot of close friends of the opposite sex?,Yes.,No.,,,24726,O,,descriptive
q85115,"Suppose someone has engaged in numerous sexual acts with other people, but has never had penetrative intercourse.  This person proclaims virgin status.  Would you find this stance hypocritical?",Yes.,No.,,,6771,O,,opinion
q85263,A company should be free to hire any worker it chooses.,Yes.,No.,,,2163,O,,politics
q85310,Have you ever driven a motor vehicle over 100mph (161kph)?,Yes.,No.,,,17078,O,,descriptive
q85409,"While drinking in an out-of-the-way bar, you see a friend's spouse having a romantic tête-à-tête. Do you mention it to your friend?",Yes.,No.,,,2814,O,,descriptive
q85530,Do you maintain a current profile on a social networking site such as MySpace or Facebook?,Yes.,No.,,,12732,O,,descriptive
q85583,Do you believe that there should be laws to explicitly protect freedom of religion?,Yes.,No.,,,1772,O,,politics; religion/superstition; opinion
q85590,Is it easy for you to throw away things that you don't really use anymore?,Yes.,No.,,,14398,O,,descriptive
q85669,Would you ever begin dating someone who has a habit you don't approve of with the intention of eventually asking them to stop for you?,Yes.,No.,,,2913,O,,preference; descriptive
q85670,Are nudity and pornography the same thing?,Yes.,No.,,,12856,O,,opinion
q85686,Would you consider dating someone twenty years older than you if they were really interesting and looked really good?,Yes.,No.,,,4620,O,,preference
q85886,Should laws that address nudity above the waist apply equally to males and females?,Yes.,No.,,,2168,O,,politics; opinion
q85919,Do you find that extremely intelligent people are intimidating?,Yes.,No.,,,16776,O,,descriptive; cognitive
q85932,Does a relaxed attitude about spirituality/religion bother you?,Yes.,No.,,,3683,O,,religion/superstition
q85947,Would it bother you if someone you were dating let a dog lick their face?,Yes.,No.,,,4816,O,,preference; descriptive
q86019,Would you consider a long term relationship with the parent of a multiracial child who would clearly not be seen as your biological offspring?,Yes.,No.,,,2841,O,,descriptive
q86118,"As an adult, have you ever cried just to get what you wanted?",Yes.,No.,,,15083,O,,descriptive
q86194,Love conquers all.,True.,False.,,,6883,O,,opinion
q86217,Can people of color be racist?,Yes.,No.,,,19174,O,,politics; opinion
q86751,Are you open to considering someone to be 'intelligent' if they do not have or are not working toward a college degree?,Yes.,No.,,,2229,O,,opinion
q86773,"When a date is coming to your house do you strategically place things (for example: books, CDs, DVDs, gadgets, etc.) to project a certain image?",Yes.,No.,,,14227,O,,descriptive
q106386,"Do you know the difference and often differentiate between 'there', 'their' and 'they're'?",Yes,No,,,540,O,,cognitive
q128112,Would you date a devout Christian?,Yes,No,,,158,O,,sex/intimacy; religion/superstition
q134624,Would you date someone who is waiting until marriage to have sex?,Yes,No,,,1355,O,,sex/intimacy; religion/superstition
q156768,Do you currently own or have you ever owned a suit/dress that cost $1000 or more?,Yes,No,,,14628,O,,descriptive
q156913,Are you Christian?,Yes,No,,,40611,O,,religion/superstition; descriptive
q156914,Are you Jewish?,Yes,No,,,32303,O,,religion/superstition; descriptive
q156915,Are you a Buddhist?,Yes,No,,,28093,O,,religion/superstition; descriptive
q156916,Are you a Muslim?,Yes,No,,,8562,O,,religion/superstition; descriptive
q156917,Are you an Atheist?,Yes,No,,,23359,O,,descriptive
q156918,Do you practice Hinduism?,Yes,No,,,27416,O,,religion/superstition; descriptive
q165644,What's worse on a first date?,No physical attraction,Nothing to talk about,,,40161,O,,religion/superstition; descriptive
q165651,Do you often have a hard time thinking of things to talk about?,Yes,No,,,20798,O,,descriptive
q170849,Do you Google someone before a first date?,Yes. Knowledge is power!,No. Why spoil the mystery?,,,39621,O,,descriptive; technology
q179268,Are you either vegetarian or vegan?,Yes,No,,,54202,O,,politics; descriptive
q313640,Were you picked on a lot in school?,Yes,No,,,34128,O,,descriptive
q358014,Could you date someone who was really quiet?,Yes,No,,,48415,O,,preference
q358084,Do you enjoy intense intellectual conversations?,Yes,No,,,54696,O,,descriptive
q363047,Have you had a girlfriend before?,Yes,No,,,5996,O,,descriptive
q458565,Would you go on a first date to a nude beach?,Yes,No,,,9358,O,,preference
q460831,"If you had the option to see your date naked before your first meeting, would you take it?",Yes,No,,,10228,O,,preference
q1440,Is jealousy healthy in a relationship?,Yes,No,,,51882,O,,opinion
q87,Is smoking disgusting?,Yes,No,,,47244,O,,opinion
q358077,Could you date someone who was really messy?,Yes,No,,,55695,O,,preference
q76,Are you a morning person?,Yes,No,,,27218,O,,descriptive
